weapon,skin,wear,float,pattern,stattrak,price,phase,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
Karambit,Case Hardened,Factory New,0.0125106321647763,777,0,3791.9,,0.02,0.82,99.15,32.48,16.61,50.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Factory New)
M9 Bayonet,Case Hardened,Field-Tested,0.17874389323769402,64,0,2939.51,,64.65,7.82,27.53,37.61,4.9,57.49,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.356683999300003,58,0,3896.08,,30.04,9.2,60.76,67.96,7.6,24.44,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3499986693246566,58,0,3955.83,,30.04,9.2,60.76,67.96,7.6,24.44,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3586627092736008,58,0,3738.83,,30.04,9.2,60.76,67.96,7.6,24.44,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.37164366287094486,58,0,3900.99,,30.04,9.2,60.76,67.96,7.6,24.44,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2186878323554992,577,0,600.0,,8.97,8.47,82.56,30.44,15.36,54.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.21762227288339783,577,0,581.91,,8.97,8.47,82.56,30.44,15.36,54.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2137675851143207,577,0,589.97,,8.97,8.47,82.56,30.44,15.36,54.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2095172596686763,577,0,604.04,,8.97,8.47,82.56,30.44,15.36,54.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2919895052909851,625,0,479.79,,24.56,19.94,55.5,3.25,5.66,91.09,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2904805197021964,625,0,498.46,,24.56,19.94,55.5,3.25,5.66,91.09,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.30964326437287154,625,0,466.33,,24.56,19.94,55.5,3.25,5.66,91.09,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.27599372244167353,625,0,493.48,,24.56,19.94,55.5,3.25,5.66,91.09,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1958478540182113,694,0,691.12,,25.54,9.77,64.69,20.58,19.68,59.73,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.21564231016375568,694,0,716.25,,25.54,9.77,64.69,20.58,19.68,59.73,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1767957501029607,694,0,673.93,,25.54,9.77,64.69,20.58,19.68,59.73,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.17758154509986188,694,0,713.29,,25.54,9.77,64.69,20.58,19.68,59.73,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3516650199890136,239,0,1893.0,,6.1,8.62,85.28,61.45,16.04,22.52,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.35492129904070624,239,0,1895.6,,6.1,8.62,85.28,61.45,16.04,22.52,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.35384301526887474,239,0,1846.14,,6.1,8.62,85.28,61.45,16.04,22.52,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3557305547545681,239,0,1804.16,,6.1,8.62,85.28,61.45,16.04,22.52,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3527043461799621,317,0,582.42,,9.82,15.33,74.85,27.71,29.23,43.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.35854481513879566,317,0,596.07,,9.82,15.33,74.85,27.71,29.23,43.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3596253967284352,317,0,572.64,,9.82,15.33,74.85,27.71,29.23,43.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3657548627850638,317,0,594.97,,9.82,15.33,74.85,27.71,29.23,43.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2849219143390655,564,0,938.48,,51.8,8.87,39.33,43.06,6.59,50.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2700538072560366,564,0,909.87,,51.8,8.87,39.33,43.06,6.59,50.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.29040625086619504,564,0,918.72,,51.8,8.87,39.33,43.06,6.59,50.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.269699231996915,564,0,906.1,,51.8,8.87,39.33,43.06,6.59,50.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2846480011940002,468,0,504.2,,22.3,17.89,59.81,5.99,10.73,83.28,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2712726884156162,468,0,503.08,,22.3,17.89,59.81,5.99,10.73,83.28,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.28894341933118006,468,0,487.88,,22.3,17.89,59.81,5.99,10.73,83.28,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.293147865608529,468,0,493.16,,22.3,17.89,59.81,5.99,10.73,83.28,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3540225028991699,959,0,900.31,,37.34,26.28,36.38,54.93,9.04,36.02,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.34648482843492834,959,0,875.42,,37.34,26.28,36.38,54.93,9.04,36.02,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.36543074833689754,959,0,941.71,,37.34,26.28,36.38,54.93,9.04,36.02,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.35372249684629364,959,0,859.08,,37.34,26.28,36.38,54.93,9.04,36.02,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2426393777132034,404,0,665.0,,9.33,17.25,73.42,26.81,21.52,51.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.23306215037022243,404,0,642.26,,9.33,17.25,73.42,26.81,21.52,51.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.25634986910728413,404,0,637.39,,9.33,17.25,73.42,26.81,21.52,51.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.26129842734073877,404,0,670.89,,9.33,17.25,73.42,26.81,21.52,51.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.344877690076828,204,0,1250.0,,36.91,15.65,47.44,45.95,9.14,44.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3455872815597945,204,0,1293.42,,36.91,15.65,47.44,45.95,9.14,44.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.32597959492848627,204,0,1284.64,,36.91,15.65,47.44,45.95,9.14,44.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.32954185189956864,204,0,1292.6,,36.91,15.65,47.44,45.95,9.14,44.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3456817269325256,753,0,565.91,,21.06,20.8,58.14,14.32,18.77,66.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.34684877570204004,753,0,541.07,,21.06,20.8,58.14,14.32,18.77,66.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.35901152848457857,753,0,539.16,,21.06,20.8,58.14,14.32,18.77,66.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3312165546482697,753,0,582.76,,21.06,20.8,58.14,14.32,18.77,66.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3195843696594238,704,0,1045.96,,0.27,1.02,98.71,26.78,2.34,70.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.31817921461373944,704,0,1085.85,,0.27,1.02,98.71,26.78,2.34,70.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3250015405710671,704,0,1058.88,,0.27,1.02,98.71,26.78,2.34,70.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.31127377390470434,704,0,1007.64,,0.27,1.02,98.71,26.78,2.34,70.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1993777006864547,244,0,550.0,,37.2,16.71,46.09,19.47,19.85,60.68,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.21782459632232198,244,0,528.26,,37.2,16.71,46.09,19.47,19.85,60.68,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.20053812468939738,244,0,537.49,,37.2,16.71,46.09,19.47,19.85,60.68,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.18994332722971288,244,0,555.2,,37.2,16.71,46.09,19.47,19.85,60.68,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3620948195457458,698,0,742.73,,20.51,16.52,62.97,52.85,10.58,36.57,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.37401218423290056,698,0,763.32,,20.51,16.52,62.97,52.85,10.58,36.57,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.37684688711348796,698,0,727.35,,20.51,16.52,62.97,52.85,10.58,36.57,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.36072487481434873,698,0,706.29,,20.51,16.52,62.97,52.85,10.58,36.57,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1813406497240066,356,0,1000.0,,41.8,16.1,42.1,45.04,10.3,44.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.19121495464946123,356,0,980.23,,41.8,16.1,42.1,45.04,10.3,44.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.18380039105481405,356,0,966.93,,41.8,16.1,42.1,45.04,10.3,44.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.19411663000937973,356,0,1031.73,,41.8,16.1,42.1,45.04,10.3,44.67,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1852506399154663,831,0,884.43,,6.12,7.05,86.83,30.78,17.66,51.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.20034875650558454,831,0,844.27,,6.12,7.05,86.83,30.78,17.66,51.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.20494898830646685,831,0,862.12,,6.12,7.05,86.83,30.78,17.66,51.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1776279873573603,831,0,862.26,,6.12,7.05,86.83,30.78,17.66,51.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2186101078987121,533,0,911.96,,36.18,6.2,57.62,46.55,5.94,47.51,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2093114158333734,533,0,916.76,,36.18,6.2,57.62,46.55,5.94,47.51,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.20820252967086328,533,0,902.27,,36.18,6.2,57.62,46.55,5.94,47.51,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.22483437119644073,533,0,942.6,,36.18,6.2,57.62,46.55,5.94,47.51,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1694202572107315,425,0,670.55,,51.28,11.03,37.69,22.52,12.41,65.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1771299172214067,425,0,676.87,,51.28,11.03,37.69,22.52,12.41,65.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.15532939971237425,425,0,691.75,,51.28,11.03,37.69,22.52,12.41,65.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.15091125273045305,425,0,654.74,,51.28,11.03,37.69,22.52,12.41,65.06,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2927518486976623,869,0,669.0,,40.22,17.74,42.04,38.2,18.47,43.34,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2750342053749407,869,0,680.2,,40.22,17.74,42.04,38.2,18.47,43.34,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.28748669200140287,869,0,679.17,,40.22,17.74,42.04,38.2,18.47,43.34,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2866330870698059,869,0,666.04,,40.22,17.74,42.04,38.2,18.47,43.34,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.1698188036680221,61,0,613.26,,25.37,16.41,58.22,26.37,5.42,68.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.16813724407466935,61,0,585.39,,25.37,16.41,58.22,26.37,5.42,68.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.16702786472186223,61,0,621.91,,25.37,16.41,58.22,26.37,5.42,68.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.17166089351103944,61,0,587.21,,25.37,16.41,58.22,26.37,5.42,68.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2448360919952392,107,0,5000.0,,30.73,14.73,54.54,63.09,8.06,28.85,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.25155833142270917,107,0,4904.43,,30.73,14.73,54.54,63.09,8.06,28.85,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.22541348410640008,107,0,4827.8,,30.73,14.73,54.54,63.09,8.06,28.85,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.24473847828790157,107,0,4905.2,,30.73,14.73,54.54,63.09,8.06,28.85,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3032670617103576,628,0,1086.79,,5.25,5.52,89.22,45.11,14.27,40.62,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.31104238226049963,628,0,1058.6,,5.25,5.52,89.22,45.11,14.27,40.62,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.31417890844936436,628,0,1063.58,,5.25,5.52,89.22,45.11,14.27,40.62,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.30810161001373426,628,0,1119.31,,5.25,5.52,89.22,45.11,14.27,40.62,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2273975312709808,53,0,600.0,,27.1,19.0,53.9,0.59,5.52,93.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.22281977641673076,53,0,572.81,,27.1,19.0,53.9,0.59,5.52,93.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.22881535211333603,53,0,629.72,,27.1,19.0,53.9,0.59,5.52,93.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.24615720592605736,53,0,583.26,,27.1,19.0,53.9,0.59,5.52,93.89,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2613914608955383,313,0,515.0,,4.19,15.3,80.51,27.82,10.9,61.29,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2716193212725084,313,0,507.02,,4.19,15.3,80.51,27.82,10.9,61.29,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.24780236010286194,313,0,523.54,,4.19,15.3,80.51,27.82,10.9,61.29,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.26142621007660904,313,0,517.02,,4.19,15.3,80.51,27.82,10.9,61.29,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3295283317565918,767,0,537.37,,12.25,14.1,73.65,3.34,7.86,88.79,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3426240382460121,767,0,528.59,,12.25,14.1,73.65,3.34,7.86,88.79,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.3362121221388183,767,0,530.18,,12.25,14.1,73.65,3.34,7.86,88.79,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.31123728761980896,767,0,530.81,,12.25,14.1,73.65,3.34,7.86,88.79,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
M9 Bayonet,Case Hardened,Field-Tested,0.2126728296279907,867,0,1025.0,,48.13,26.22,25.65,56.37,11.2,32.43,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ M9 Bayonet | Case Hardened (Field-Tested)
